Zipcode,City,Branch,Geoblock,Geoline,GeoBlock Title
15436,Fairchance,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15437,Farmington,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15438,Fayette City,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15439,Gans,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15440,Gibbon Glade,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15442,Grindstone,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15443,Hibbs,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15444,Hiller,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15445,Hopwood,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15446,Indian Head,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15447,Isabella,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15448,Jacobs Creek,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15449,Keisterville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15450,La Belle,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15451,Lake Lynn,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15454,Leckrone,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15455,Leisenring,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15456,Lemont Furnace,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15458,Mc Clellandtown,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15459,Markleysburg,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15460,Martin,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15461,Masontown,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15462,Melcroft,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15463,Merrittstown,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15464,Mill Run,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15465,Mount Braddock,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15466,Newell,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15467,New Geneva,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15468,New Salem,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15469,Normalville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15470,Ohiopyle,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15472,Oliver,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15473,Perryopolis,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15474,Point Marion,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15475,Republic,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15476,Ronco,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15477,Roscoe,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15478,Smithfield,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15479,Smithton,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15480,Smock,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15482,Star Junction,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15483,Stockdale,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15484,Uledi,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15486,Vanderbilt,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15488,Waltersburg,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15489,West Leisenring,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15490,White,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15492,Wickhaven,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15601,Greensburg,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15605,Greensburg,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15606,Greensburg,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15610,Acme,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15611,Adamsburg,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15612,Alverton,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15615,Ardara,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15616,Armbrust,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15617,Arona,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15619,Bovard,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15621,Calumet,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15623,Claridge,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15624,Crabtree,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15625,Darragh,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15626,Delmont,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15631,Everson,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15632,Export,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15633,Forbes Road,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15634,Grapeville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15635,Hannastown,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15636,Harrison City,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15637,Herminie,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15639,Hunker,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15640,Hutchinson,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15642,Irwin,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15644,Jeannette,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15647,Larimer,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15660,Lowber,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15662,Luxor,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15663,Madison,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15664,Mammoth,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15665,Manor,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15666,Mount Pleasant,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15668,Murrysville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15672,New Stanton,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15674,Norvelt,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15675,Penn,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15676,Pleasant Unity,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15678,Rillton,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15679,Ruffs Dale,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15683,Scottdale,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15685,Southwest,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15688,Tarrs,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15689,United,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15691,Wendel,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15692,Westmoreland City,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15695,Wyano,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15697,Youngwood,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
15698,Yukon,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16024,Callery,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16033,Evans City,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16035,Forestville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16037,Harmony,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16038,Harrisville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16046,Mars,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16051,Portersville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16052,Prospect,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16057,Slippery Rock,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16059,Valencia,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16063,Zelienople,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16066,Cranberry Township,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16101,New Castle,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16102,New Castle,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16103,New Castle,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16105,New Castle,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16107,New Castle,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16108,New Castle,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16110,Adamsville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16112,Bessemer,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16113,Clark,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16114,Clarks Mills,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16115,Darlington,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16116,Edinburg,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16117,Ellwood City,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16120,Enon Valley,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16121,Farrell,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16123,Fombell,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16124,Fredonia,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16125,Greenville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16127,Grove City,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16130,Hadley,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16132,Hillsville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16133,Jackson Center,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16134,Jamestown,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16136,Koppel,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16137,Mercer,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16140,New Bedford,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16141,New Galilee,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16142,New Wilmington,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16143,Pulaski,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16145,Sandy Lake,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16146,Sharon,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16148,Hermitage,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16150,Sharpsville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16151,Sheakleyville,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16153,Stoneboro,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16154,Transfer,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16155,Villa Maria,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16156,Volant,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16157,Wampum,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16159,West Middlesex,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16160,West Pittsburg,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16161,Wheatland,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
16172,New Wilmington,Pittsburgh Pest,"Pittsburgh, Uniontown, Sharon, Mercer, South Hills, Warrendale, Cranberry, Washington, New Castle, Mars",,
17507,Bowmansville,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
17569,Reinholds,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18041,East Greenville,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18054,Green Lane,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18056,Hereford,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18070,Palm,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18073,Pennsburg,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18074,Perkiomenville,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18076,Red Hill,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18084,Sumneytown,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18957,Salford,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
18958,Salfordville,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19401,Norristown,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19403,Norristown,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19404,Norristown,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19405,Bridgeport,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19406,King Of Prussia,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19407,Audubon,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19408,Eagleville,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19409,Fairview Village,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19415,Eagleville,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19420,Arcola,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19421,Birchrunville,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19425,Chester Springs,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19426,Collegeville,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19432,Devault,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19435,Frederick,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
19442,Kimberton,Reading Pest,"King of Prussia, Collegeville, Royersford, Boyertown, Phoenixville, Hamburg, Wyomissing, Kutztown, Oaks, Schwenksville",,
